movie_title,combination
horrible bosses 2,Kevin Spacey Christoph Waltz Lindsay Sloane Sean Anders Comedy Crime
escape from planet earth,Brendan Fraser Paul Scheer Jonathan Morgan Heit Cal Brunker Adventure Animation Comedy Family Sci-Fi
apocalypto,Rudy Youngblood Dalia Hernández Jonathan Brewer Mel Gibson Action Adventure Drama Thriller
the living daylights,Joe Don Baker Desmond Llewelyn Art Malik John Glen Action Adventure Thriller
predators,Topher Grace Alice Braga Derek Mears Nimród Antal Action Adventure Sci-Fi Thriller
legal eagles,Brian Dennehy Debra Winger Roscoe Lee Browne Ivan Reitman Comedy Crime Romance
secret window,Johnny Depp Charles S. Dutton Timothy Hutton David Koepp Mystery Thriller
the lake house,Keanu Reeves Dylan Walsh Ebon Moss-Bachrach Alejandro Agresti Drama Fantasy Romance
the skeleton key,Gena Rowlands Deneen Tyler Joy Bryant Iain Softley Horror Mystery Thriller
the odd life of timothy green,Jennifer Garner Odeya Rush Common Peter Hedges Comedy Drama Family Fantasy
made of honor,Busy Philipps Beau Garrett Kevin Sussman Paul Weiland Comedy Romance
jersey boys,Johnny Cannizzaro Steve Schirripa Scott Vance Clint Eastwood Biography Drama Music Musical
the rainmaker,Matt Damon Dean Stockwell Virginia Madsen Francis Ford Coppola Crime Drama Thriller
gothika,Robert Downey Jr. Charles S. Dutton Bernard Hill Mathieu Kassovitz Horror Mystery Thriller
amistad,Anthony Hopkins Morgan Freeman Matthew McConaughey Steven Spielberg Drama History
medicine man,Lorraine Bracco José Wilker Sean Connery John McTiernan Adventure Drama Romance
aliens vs. predator: requiem,Sam Trammell Johnny Lewis Ian Whyte Colin Strause Action Horror Sci-Fi Thriller
ri¢hie ri¢h,Macaulay Culkin John Larroquette Jonathan Hyde Donald Petrie Comedy Family
autumn in new york,J.K. Simmons Sam Trammell Elaine Stritch Joan Chen Drama Romance
music and lyrics,Brad Garrett Scott Porter Haley Bennett Marc Lawrence Comedy Music Romance
paul,Bobby Lee Nelson Ascencio Jeremy Owen Greg Mottola Adventure Comedy Sci-Fi
the guilt trip,Miriam Margolyes Tom Virtue Julene Renee Anne Fletcher Comedy Drama
scream 4,Alison Brie Aimee Teegarden Shenae Grimes-Beech Wes Craven Horror Mystery
8mm,Nicolas Cage Chris Bauer Anthony Heald Joel Schumacher Mystery Thriller
the doors,Michael Wincott Kevin Dillon Kathleen Quinlan Oliver Stone Biography Drama Music Musical
sex tape,James Wilcox Randall Park Nat Faxon Jake Kasdan Comedy
hanging up,Adam Arkin Celia Weston Jesse James Diane Keaton Comedy Drama
final destination 5,Emma Bell Jacqueline MacInnes Wood Courtney B. Vance Steven Quale Horror
mickey blue eyes,Jeanne Tripplehorn Burt Young Vincent Pastore Kelly Makin Comedy Crime Romance
pay it forward,Kevin Spacey Haley Joel Osment Angie Dickinson Mimi Leder Drama
fever pitch,Jimmy Fallon KaDee Strickland Ione Skye Bobby Farrelly Comedy Drama Romance Sport
arthur            ,Bruce Dinsmore Melissa Altro Daniel Brochu unknown Animation Comedy Family
drillbit taylor,Lisa Ann Walter Shaun Weiss Matt Walsh Steven Brill Comedy Drama
a million ways to die in the west,Liam Neeson Charlize Theron Seth MacFarlane Seth MacFarlane Comedy Western
the shadow,Jonathan Winters Peter Boyle John Kapelos Russell Mulcahy Action Adventure Crime Fantasy Mystery Thriller
extremely loud & incredibly close,Tom Hanks Thomas Horn Stephen Henderson Stephen Daldry Adventure Drama Mystery
morning glory,Noah Bean Patti D'Arbanville Vanessa Aspillaga Roger Michell Comedy Drama Romance
get rich or die tryin',50 Cent Bill Duke Marc John Jefferies Jim Sheridan Biography Crime Drama Music
the art of war,Michael Biehn Cary-Hiroyuki Tagawa Anne Archer Christian Duguay Action Adventure Crime Thriller
rent,Rosario Dawson David Fine Jesse L. Martin Chris Columbus Drama Musical Romance
bless the child,Rufus Sewell Jimmy Smits Angela Bettis Chuck Russell Crime Drama Horror Thriller
the out-of-towners,Oliver Hudson Valerie Perri Carlease Burke Sam Weisman Comedy
the island of dr. moreau,Marlon Brando Temuera Morrison Marco Hofschneider John Frankenheimer Horror Sci-Fi Thriller
the musketeer,Catherine Deneuve Justin Chambers Stephen Rea Peter Hyams Action Adventure Romance
the other boleyn girl,Natalie Portman Scarlett Johansson Benedict Cumberbatch Justin Chadwick Biography Drama History Romance
sweet november,Keanu Reeves Charlize Theron Frank Langella Pat O'Connor Drama Romance
the reaping,Stephen Rea Andrea Frankle William Ragsdale Stephen Hopkins Horror Thriller
mean streets,Robert De Niro David Carradine David Proval Martin Scorsese Crime Drama Romance Thriller
renaissance man,Ed Begley Jr. Cliff Robertson Lillo Brancato Penny Marshall Comedy Drama
colombiana,Jordi Mollà Callum Blue Jesse Borrego Olivier Megaton Action Crime Drama Thriller
the magic sword: quest for camelot,Gary Oldman Jaleel White Eric Idle Frederik Du Chau Adventure Animation Comedy Drama Family Fantasy Musical
city by the sea,Robert De Niro James Franco John Doman Michael Caton-Jones Crime Drama Mystery Thriller
at first sight,Mira Sorvino Nathan Lane Steven Weber Irwin Winkler Drama Romance
torque,Dane Cook Jay Hernandez Christina Milian Joseph Kahn Action Comedy Crime
city hall,Al Pacino Martin Landau Bridget Fonda Harold Becker Drama Thriller
showgirls,Bobbie Phillips Elizabeth Berkley Robert Davi Paul Verhoeven Drama
marie antoinette,Kirsten Dunst Shirley Henderson Rip Torn Sofia Coppola Biography Drama History Romance
kiss of death,Nicolas Cage Michael Rapaport Philip Baker Hall Barbet Schroeder Action Crime Thriller
get carter,Sylvester Stallone Miranda Richardson Lauren Lee Smith Stephen Kay Action Crime Drama Thriller
the impossible,Naomi Watts Geraldine Chaplin Oaklee Pendergast J.A. Bayona Drama Thriller
ishtar,Carol Kane Warren Beatty Isabelle Adjani Elaine May Action Adventure Comedy Music Thriller
fantastic mr. fox,Bill Murray Meryl Streep Helen McCrory Wes Anderson Adventure Animation Comedy Crime Family
life or something like it,Angelina Jolie Pitt Stockard Channing James Gammon Stephen Herek Comedy Romance
memoirs of an invisible man,Richard Epcar Michael McKean Patricia Heaton John Carpenter Comedy Romance Sci-Fi Thriller
amélie,Mathieu Kassovitz Jamel Debbouze Isabelle Nanty Jean-Pierre Jeunet Comedy Romance
new york minute,Mary-Kate Olsen Bob Saget Riley Smith Dennie Gordon Comedy Crime Family Romance
alfie,Omar Epps Nia Long Jane Krakowski Charles Shyer Comedy Drama Romance
big miracle,Ted Danson Tim Blake Nelson Andrew Daly Ken Kwapis Biography Drama Romance
the deep end of the ocean,Alexa PenaVega Treat Williams Jonathan Jackson Ulu Grosbard Drama
feardotcom,Natascha McElhone Jeffrey Combs Udo Kier William Malone Crime Horror Thriller
cirque du freak: the vampire's assistant,Josh Hutcherson Salma Hayek Patrick Fugit Paul Weitz Action Adventure Fantasy Thriller
victor frankenstein,Daniel Radcliffe Spencer Wilding Daniel Mays Paul McGuigan Drama Horror Sci-Fi Thriller
duplex,Justin Theroux Amber Valletta Harvey Fierstein Danny DeVito Comedy
soul men,Bernie Mac Sean Hayes Mike Epps Malcolm D. Lee Comedy Drama Music
raise the titanic,M. Emmet Walsh Jason Robards Anne Archer Jerry Jameson Action Adventure Drama Thriller
universal soldier: the return,Michael Jai White Daniel von Bargen Xander Berkeley Mic Rodgers Action Sci-Fi
pandorum,Norman Reedus Dennis Quaid Eddie Rouse Christian Alvart Action Horror Mystery Sci-Fi Thriller
impostor,Gary Dourdan Mekhi Phifer Tim Guinee Gary Fleder Drama Mystery Sci-Fi Thriller
extreme ops,Rufus Sewell Bridgette Wilson-Sampras Rupert Graves Christian Duguay Action Adventure Thriller
just visiting,Bridgette Wilson-Sampras Matt Ross John Aylward Jean-Marie Poiré Comedy Fantasy Sci-Fi
sunshine,Chris Evans Benedict Wong Troy Garity Danny Boyle Adventure Sci-Fi Thriller
a thousand words,John Gatins Lou Saliba Greg Collins Brian Robbins Comedy Drama
delgo,Eric Idle Anne Bancroft Kelly Ripa Marc F. Adler Adventure Animation Comedy Fantasy Romance
the gunman,Ray Winstone Mark Rylance Jasmine Trinca Pierre Morel Action Crime Drama Mystery Thriller
alex rider: operation stormbreaker,Alex Pettyfer Sophie Okonedo Ashley Walters Geoffrey Sax Action Adventure Family Thriller
disturbia,Sarah Roemer Aaron Yoo Jose Pablo Cantillo D.J. Caruso Drama Mystery Thriller
hackers,Angelina Jolie Pitt Fisher Stevens Lorraine Bracco Iain Softley Comedy Crime Drama Thriller
the hunting party,James Brolin Zan Marolt Ljubomir Kerekes Richard Shepard Adventure Comedy Drama Romance Thriller War
the hudsucker proxy,Jennifer Jason Leigh Bill Cobbs John Mahoney Joel Coen Comedy Fantasy
the warlords,Jet Li Takeshi Kaneshiro Andy Lau Peter Ho-Sun Chan Action Drama History Romance War
nomad: the warrior,Jay Hernandez Kuno Becker Jason Scott Lee Sergey Bodrov Drama History War
snowpiercer,Chris Evans Ewen Bremner Kang-ho Song Joon-ho Bong Action Drama Sci-Fi Thriller
a monster in paris,Adam Goldberg Bob Balaban François Cluzet Bibo Bergeron Adventure Animation Comedy Fantasy Music Romance
the last shot,Matthew Broderick Glenn Morshower Tim Blake Nelson Jeff Nathanson Comedy
the crow,Michael Wincott Bai Ling David Patrick Kelly Alex Proyas Action Drama Fantasy
baahubali: the beginning,Tamannaah Bhatia Anushka Shetty Prabhas S.S. Rajamouli Action Adventure Drama Fantasy War
the time traveler's wife,Arliss Howard Brooklynn Proulx Michelle Nolden Robert Schwentke Drama Fantasy Romance Sci-Fi
because i said so,Colin Ferguson Stephen Collins Tom Everett Scott Michael Lehmann Comedy Romance
the fast and the furious,Paul Walker Vin Diesel Jordana Brewster Rob Cohen Action Crime Thriller
frankenweenie,Martin Landau Catherine O'Hara Atticus Shaffer Tim Burton Animation Comedy Family Horror Sci-Fi
serenity,Adam Baldwin Sean Maher Michael Hitchcock Joss Whedon Action Adventure Sci-Fi Thriller
against the ropes,Omar Epps Charles S. Dutton Tim Daly Charles S. Dutton Biography Drama Romance Sport
superman iii,Margot Kidder Robert Vaughn Jackie Cooper Richard Lester Action Comedy Sci-Fi
grudge match,Robert De Niro Sylvester Stallone Oscar Gale Peter Segal Comedy Sport
red cliff,Takeshi Kaneshiro Tony Chiu Wai Leung Wei Zhao John Woo Action Adventure Drama History War
sweet home alabama,Ethan Embry Mary Lynn Rajskub Courtney Gains Andy Tennant Comedy Romance
the ugly truth,Gerard Butler John Michael Higgins Eric Winter Robert Luketic Comedy Romance
sgt. bilko,Austin Pendleton Phil Hartman Max Casella Jonathan Lynn Comedy
spy kids 2: island of lost dreams,Steve Buscemi Alexa PenaVega Emily Osment Robert Rodriguez Action Adventure Comedy Family Sci-Fi
star trek: generations,LeVar Burton Alan Ruck Jonathan Frakes David Carson Action Adventure Mystery Sci-Fi Thriller
the grandmaster,Tony Chiu Wai Leung Hye-kyo Song Elvis Tsui Kar-Wai Wong Action Biography Drama
water for elephants,Robert Pattinson Christoph Waltz James Frain Francis Lawrence Drama Romance
3rd rock from the sun            ,Joseph Gordon-Levitt Wayne Knight Kristen Johnston unknown Comedy Family Sci-Fi
dragon nest: warriors' dawn,Blythe Auffarth Bianca Collins Jiao Xu Yuefeng Song Adventure Animation Family Fantasy
the hurricane,Denzel Washington Vincent Pastore Deborah Kara Unger Norman Jewison Biography Drama Sport
enough,Bill Cobbs Jeff Kober Billy Campbell Michael Apted Crime Drama Thriller
heartbreakers,Sarah Silverman Anne Bancroft Jeffrey Jones David Mirkin Comedy Crime Romance
paul blart: mall cop 2,D.B. Woodside Daniella Alonso Eduardo Verástegui Andy Fickman Action Comedy Crime
angel eyes,Sonia Braga Shirley Knight Kari Matchett Luis Mandoki Drama Romance
joe somebody,Jim Belushi Ken Marino Kelly Lynch John Pasquin Comedy Drama
the ninth gate,Johnny Depp Frank Langella Lena Olin Roman Polanski Mystery Thriller
extreme measures,J.K. Simmons Paul Guilfoyle Bill Nunn Michael Apted Crime Drama Mystery Thriller
rock star,Beth Grant Dagmara Dominczyk Matthew Glave Stephen Herek Drama Music
precious,Mo'Nique Gabourey Sidibe Mariah Carey Lee Daniels Drama
white squall,Jeff Bridges Jason Marsden Ethan Embry Ridley Scott Adventure Drama
the thing,Wilford Brimley Richard Masur David Clennon John Carpenter Horror Mystery Sci-Fi
riddick,Vin Diesel Nolan Gerard Funk Bokeem Woodbine David Twohy Action Sci-Fi Thriller
switchback,Gregory Scott Cummins Claudia Stedelin Ted Markland Jeb Stuart Crime Mystery Thriller
texas rangers,Tom Skerritt Usher Raymond Leonor Varela Steve Miner Action Adventure Drama Thriller Western
city of ember,Bill Murray Toby Jones Harry Treadaway Gil Kenan Adventure Family Fantasy Sci-Fi
the master,Mike Howard Jeffrey W. Jenkins Bruce Goodchild Paul Thomas Anderson Drama
virgin territory,Hayden Christensen Ryan Cartwright David Walliams David Leland Adventure Comedy History Romance
the express,Dennis Quaid Nicole Beharie Charles S. Dutton Gary Fleder Biography Drama Sport
the 5th wave,Chloë Grace Moretz Maggie Siff Nick Robinson J Blakeson Action Adventure Sci-Fi Thriller
creed,Sylvester Stallone Phylicia Rashad Graham McTavish Ryan Coogler Drama Sport
the town,Jeremy Renner Jon Hamm Owen Burke Ben Affleck Crime Drama Thriller
what to expect when you're expecting,Anna Kendrick Dennis Quaid Thomas Lennon Kirk Jones Comedy Drama Romance
burn after reading,J.K. Simmons Brad Pitt Kevin Sussman Ethan Coen Comedy Drama
nim's island,Gerard Butler Anthony Simcoe Christopher James Baker Jennifer Flackett Adventure Comedy Family Fantasy
rush,Chris Hemsworth Olivia Wilde Alexandra Maria Lara Ron Howard Action Biography Drama Sport
magnolia,Patton Oswalt Neil Flynn Jim Meskimen Paul Thomas Anderson Drama
cop out,Bruce Willis Tracy Morgan Kevin Pollak Kevin Smith Action Comedy Crime
how to be single,Alison Brie Damon Wayans Jr. Nicholas Braun Christian Ditter Comedy Romance
dolphin tale,Morgan Freeman Michael Roark Harry Connick Jr. Charles Martin Smith Drama Family
twilight,Kristen Stewart Taylor Lautner Anna Kendrick Catherine Hardwicke Drama Fantasy Romance
john q,Denzel Washington Laura Harring Anne Heche Nick Cassavetes Crime Drama Thriller
blue streak,Peter Greene Dave Chappelle Tamala Jones Les Mayfield Action Comedy Crime Thriller
we're the millers,Laura-Leigh Molly C. Quinn Thomas Lennon Rawson Marshall Thurber Comedy Crime
obitaemyy ostrov,Yuliya Snigir Fedor Bondarchuk Aleksey Serebryakov Fedor Bondarchuk Action Adventure Sci-Fi
breakdown,Kathleen Quinlan M.C. Gainey J.T. Walsh Jonathan Mostow Action Crime Drama Mystery Thriller
never say never again,Bernie Casey Klaus Maria Brandauer Barbara Carrera Irvin Kershner Action Adventure Thriller
hot tub time machine,Charlie McDermott Collette Wolfe Crystal Lowe Steve Pink Comedy Sci-Fi
dolphin tale 2,Morgan Freeman Taylor Blackwell Harry Connick Jr. Charles Martin Smith Drama Family
reindeer games,Charlize Theron James Frain Clarence Williams III John Frankenheimer Action Adventure Crime Drama Family Fantasy Romance Thriller
a man apart,Vin Diesel Jeff Kober Larenz Tate F. Gary Gray Action Crime Drama Thriller
aloha,Emma Stone Bradley Cooper Bill Murray Cameron Crowe Comedy Drama Romance
ghosts of mississippi,Alexa PenaVega Virginia Madsen Craig T. Nelson Rob Reiner Drama History
snow falling on cedars,Rick Yune Reeve Carney Daniel von Bargen Scott Hicks Drama Mystery Romance Thriller
the rite,Anthony Hopkins Colin O'Donoghue Toby Jones Mikael Håfström Drama Horror Mystery Thriller
gattaca,Blair Underwood Xander Berkeley Mason Gamble Andrew Niccol Drama Sci-Fi Thriller
isn't she great,Stockard Channing Nathan Lane John Larroquette Andrew Bergman Biography Comedy Romance
space chimps,Cheryl Hines Kenan Thompson Omid Abtahi Kirk De Micco Adventure Animation Comedy Family Sci-Fi
head of state,Bernie Mac Dylan Baker Tracy Morgan Chris Rock Comedy
the hangover,Bradley Cooper Rob Riggle Mike Epps Todd Phillips Comedy
ip man 3,Mike Tyson Lynn Hung Kwok-Kwan Chan Wilson Yip Action Biography Drama History
austin powers: the spy who shagged me,Muse Watson Verne Troyer Robert Wagner Jay Roach Action Adventure Comedy Crime
batman,Michael Gough Jack Palance William Hootkins Tim Burton Action Adventure
there be dragons,Jordi Mollà Dougray Scott Lily Cole Roland Joffé Biography Drama War
lethal weapon 3,Rene Russo Nick Chinlund Stuart Wilson Richard Donner Action Crime Thriller
the blind side,Catherine Dyer Quinton Aaron Kim Dickens John Lee Hancock Biography Drama Sport
rush hour            ,Jon Foo Aimee Garcia Wendie Malick unknown Action Comedy Crime
spy kids,Alexa PenaVega Cheech Marin Daryl Sabara Robert Rodriguez Action Adventure Comedy Family Sci-Fi
horrible bosses,Kevin Spacey Lindsay Sloane Reginald Ballard Seth Gordon Comedy Crime
true grit,Matt Damon Jeff Bridges Bruce Green Ethan Coen Adventure Drama Western
the devil wears prada,Meryl Streep Anne Hathaway Rebecca Mader David Frankel Comedy Drama Romance
star trek: the motion picture,Leonard Nimoy Nichelle Nichols Walter Koenig Robert Wise Adventure Mystery Sci-Fi
identity thief,Jon Favreau Eric Stonestreet T.I. Seth Gordon Comedy Crime
cape fear,Robert De Niro Robert Mitchum Joe Don Baker Martin Scorsese Crime Thriller
21,Kevin Spacey Jim Sturgess Josh Gad Robert Luketic Crime Drama Thriller
trainwreck,Amy Schumer Randall Park Josh Segarra Judd Apatow Comedy Romance
guess who,Bernie Mac Nicole Sullivan Sherri Shepherd Kevin Rodney Sullivan Comedy Romance
the english patient,Colin Firth Kristin Scott Thomas Jürgen Prochnow Anthony Minghella Drama Romance War
l.a. confidential,Kevin Spacey Matt McCoy Paul Guilfoyle Curtis Hanson Crime Drama Mystery Thriller
